Subject ID,Slice Index,Haarpsi,VSI,VIF,NQM,LPIPS,Motion_Level
brain_AXFLAIR_210_6001937,0,0.9981888350038112,0.9997,0.9556,45.00658540644458,0.0133015736937522,1
brain_AXFLAIR_210_6001937,1,0.9974616175518496,0.9994,0.9328,44.38504803536321,0.0180707909166812,1
brain_AXFLAIR_210_6001937,2,0.9810018272835496,0.9973,0.8317,33.24787449010765,0.0425132922828197,1
brain_AXFLAIR_210_6001937,3,0.9973419049096262,0.9995,0.943,44.80571763281539,0.0124745573848485,1
brain_AXFLAIR_210_6001937,4,0.9542601105559112,0.9958,0.7745,31.57841802402836,0.0444998405873775,1
brain_AXFLAIR_210_6001937,5,0.9946080988879696,0.9988,0.8886,40.07335576238144,0.0211422741413116,1
brain_AXFLAIR_210_6001937,6,0.9905765772632786,0.9986,0.8738,38.09815044062559,0.0256506912410259,1
brain_AXFLAIR_210_6001937,7,0.9880031391635452,0.9979,0.8514,39.23084478483242,0.0254016201943159,1
brain_AXFLAIR_210_6001937,8,0.9612454289260404,0.9947,0.7333,28.77637253163453,0.0481324419379234,1
brain_AXFLAIR_210_6001937,9,0.98629139282143,0.9972,0.8221,37.50743236002465,0.0311443507671356,1
brain_AXFLAIR_210_6001905,0,0.9921838630124096,0.9984,0.8602,33.845460395963244,0.0336379893124103,1
brain_AXFLAIR_210_6001905,1,0.9892555739386654,0.9981,0.852,28.46503204042052,0.0348842851817607,1
brain_AXFLAIR_210_6001905,2,0.9979445596321648,0.9996,0.96,41.37853150877895,0.0090329656377434,1
brain_AXFLAIR_210_6001905,3,0.9745122498809348,0.9972,0.8237,33.37914880267144,0.0464024133980274,1
brain_AXFLAIR_210_6001905,4,0.9816921150457962,0.9975,0.8323,30.389914059892487,0.0396095700562,1
brain_AXFLAIR_210_6001905,5,0.982415777336821,0.9979,0.8442,38.057299405307454,0.0298345349729061,1
brain_AXFLAIR_210_6001905,6,0.9878199289013596,0.9979,0.8618,38.73848475016841,0.0284234583377838,1
brain_AXFLAIR_210_6001905,7,0.984829849006444,0.9975,0.8327,36.25273898563317,0.029735829681158,1
brain_AXFLAIR_210_6001905,8,0.9821021473085648,0.9975,0.8122,33.77653100225586,0.0356375724077224,1
brain_AXFLAIR_210_6001905,9,0.99000098508832,0.9979,0.8197,39.34916350675937,0.0373348295688629,1
brain_AXFLAIR_210_6001897,0,0.9740054143453608,0.9951,0.7629,38.481274329787205,0.0534444749355316,1
brain_AXFLAIR_210_6001897,1,0.9963519014485688,0.9995,0.9407,46.143498359442326,0.0123590733855962,1
brain_AXFLAIR_210_6001897,2,0.9676564924570074,0.9956,0.7841,32.13345819172269,0.0412302054464817,1
brain_AXFLAIR_210_6001897,3,0.9806414043648876,0.9964,0.803,37.59218238191298,0.0444554761052131,1
brain_AXFLAIR_210_6001897,4,0.9654168915633043,0.9966,0.7975,31.252422684805858,0.0525576658546924,1
brain_AXFLAIR_210_6001897,5,0.9888632659179398,0.9979,0.846,40.75100429675984,0.0341728813946247,1
brain_AXFLAIR_210_6001897,6,0.9875947322762102,0.9989,0.9134,38.63771610721764,0.0132681196555495,1
brain_AXFLAIR_210_6001897,7,0.9989700510325008,0.9997,0.9528,42.4862048066198,0.0124172009527683,1
brain_AXFLAIR_210_6001897,8,0.9838607195931004,0.997,0.8032,36.04282656737715,0.0391346737742424,1
brain_AXFLAIR_210_6001897,9,0.989735063273501,0.998,0.8289,31.347462940504307,0.0381678268313407,1
brain_AXFLAIR_210_6001885,0,0.9877553153959048,0.9973,0.8474,35.21071471496679,0.0354241617023944,1
brain_AXFLAIR_210_6001885,1,0.9980931014998488,0.9997,0.9716,47.23922953461988,0.0078421719372272,1
brain_AXFLAIR_210_6001885,2,0.9828763234769988,0.9975,0.838,31.750577322794765,0.0311281681060791,1
brain_AXFLAIR_210_6001885,3,0.9871374594116546,0.9974,0.8276,32.25533953850178,0.0342743285000324,1
brain_AXFLAIR_210_6001885,4,0.9851112123068432,0.998,0.8589,37.74930772791984,0.0326217301189899,1
brain_AXFLAIR_210_6001885,5,0.9968111007502032,0.9993,0.9204,43.218032543466016,0.0140037667006254,1
brain_AXFLAIR_210_6001885,6,0.9668855227936832,0.9956,0.784,35.186924167639376,0.0397951826453208,1
brain_AXFLAIR_210_6001885,7,0.9860509648293684,0.9974,0.8222,38.06534149309616,0.0330285094678401,1
brain_AXFLAIR_210_6001885,8,0.995614426684624,0.9991,0.9001,43.97331679770748,0.0171578992158174,1
brain_AXFLAIR_210_6001885,9,0.9881484480027644,0.9974,0.8412,31.35156981080103,0.0282892938703298,1
brain_AXFLAIR_210_6001875,0,0.9617508256395196,0.9955,0.7672,31.334959126204183,0.0522419549524784,1
brain_AXFLAIR_210_6001875,1,0.9981214023948392,0.9994,0.926,45.70833613397578,0.0163596495985984,1
brain_AXFLAIR_210_6001875,2,0.9868611174169865,0.9971,0.8052,38.70119612609678,0.0418756417930126,1
brain_AXFLAIR_210_6001875,3,0.937292692030152,0.9923,0.6886,24.856057531569963,0.0780119076371193,1
