Filename,Slice,LPIPS_Score
brain_AXT1POST_208_2080082.npy,1,0.11013716459274292
brain_AXT1POST_208_2080082.npy,2,0.11362858861684799
brain_AXT1POST_208_2080082.npy,3,0.1357664316892624
brain_AXT1POST_208_2080082.npy,4,0.027468636631965637
brain_AXT1POST_208_2080082.npy,5,0.1016802191734314
brain_AXT1POST_208_2080082.npy,6,0.08323449641466141
brain_AXT1POST_208_2080082.npy,7,0.09014376997947693
brain_AXT1POST_208_2080082.npy,8,0.08907287567853928
brain_AXT1POST_208_2080082.npy,9,0.09415479004383087
brain_AXT1POST_208_2080082.npy,10,0.08224143087863922
brain_AXT1POST_201_6002774.npy,1,0.16791871190071106
brain_AXT1POST_201_6002774.npy,2,0.24126723408699036
brain_AXT1POST_201_6002774.npy,3,0.28139543533325195
brain_AXT1POST_201_6002774.npy,4,0.24787138402462006
brain_AXT1POST_201_6002774.npy,5,0.23999813199043274
brain_AXT1POST_201_6002774.npy,6,0.19170579314231873
brain_AXT1POST_201_6002774.npy,7,0.1779021918773651
brain_AXT1POST_201_6002774.npy,8,0.12169874459505081
brain_AXT1POST_201_6002774.npy,9,0.11239821463823318
brain_AXT1POST_201_6002774.npy,10,0.09229027479887009
brain_AXT1POST_207_2070099.npy,1,0.1409415602684021
brain_AXT1POST_207_2070099.npy,2,0.16823124885559082
brain_AXT1POST_207_2070099.npy,3,0.17299045622348785
brain_AXT1POST_207_2070099.npy,4,0.08129287511110306
brain_AXT1POST_207_2070099.npy,5,0.08888997882604599
brain_AXT1POST_207_2070099.npy,6,0.07881280034780502
brain_AXT1POST_207_2070099.npy,7,0.06221058592200279
brain_AXT1POST_207_2070099.npy,8,0.06041509285569191
brain_AXT1POST_207_2070099.npy,9,0.05303003266453743
brain_AXT1POST_207_2070099.npy,10,0.06982524693012238
brain_AXT1POST_205_2050146.npy,1,0.1651337593793869
brain_AXT1POST_205_2050146.npy,2,0.1957327276468277
brain_AXT1POST_205_2050146.npy,3,0.15064701437950134
brain_AXT1POST_205_2050146.npy,4,0.17721062898635864
brain_AXT1POST_205_2050146.npy,5,0.14485231041908264
brain_AXT1POST_205_2050146.npy,6,0.1216517984867096
brain_AXT1POST_205_2050146.npy,7,0.08184417337179184
brain_AXT1POST_205_2050146.npy,8,0.06315869092941284
brain_AXT1POST_205_2050146.npy,9,0.05693868175148964
brain_AXT1POST_205_2050146.npy,10,0.08376616984605789
brain_AXT1POST_205_2050026.npy,1,0.1400431990623474
brain_AXT1POST_205_2050026.npy,2,0.1338386833667755
brain_AXT1POST_205_2050026.npy,3,0.16376236081123352
brain_AXT1POST_205_2050026.npy,4,0.1348692774772644
brain_AXT1POST_205_2050026.npy,5,0.14571119844913483
brain_AXT1POST_205_2050026.npy,6,0.07669282704591751
brain_AXT1POST_205_2050026.npy,7,0.06953000277280807
brain_AXT1POST_205_2050026.npy,8,0.12564145028591156
brain_AXT1POST_205_2050026.npy,9,0.09862446784973145
brain_AXT1POST_205_2050026.npy,10,0.05939225107431412
brain_AXT1POST_200_6001996.npy,1,0.19123698770999908
brain_AXT1POST_200_6001996.npy,2,0.18406184017658234
brain_AXT1POST_200_6001996.npy,3,0.15986281633377075
brain_AXT1POST_200_6001996.npy,4,0.1088792234659195
brain_AXT1POST_200_6001996.npy,5,0.14868339896202087
brain_AXT1POST_200_6001996.npy,6,0.14599202573299408
brain_AXT1POST_200_6001996.npy,7,0.09244497865438461
brain_AXT1POST_200_6001996.npy,8,0.09824544191360474
brain_AXT1POST_200_6001996.npy,9,0.07313050329685211
brain_AXT1POST_200_6001996.npy,10,0.07528243958950043
brain_AXT1POST_200_6002122.npy,1,0.18511691689491272
brain_AXT1POST_200_6002122.npy,2,0.14086784422397614
brain_AXT1POST_200_6002122.npy,3,0.14361640810966492
brain_AXT1POST_200_6002122.npy,4,0.16692301630973816
brain_AXT1POST_200_6002122.npy,5,0.07542978227138519
brain_AXT1POST_200_6002122.npy,6,0.08889599144458771
brain_AXT1POST_200_6002122.npy,7,0.10310453176498413
brain_AXT1POST_200_6002122.npy,8,0.1078125610947609
brain_AXT1POST_200_6002122.npy,9,0.07577592134475708
brain_AXT1POST_200_6002122.npy,10,0.07396847009658813
brain_AXT1POST_203_6000597.npy,1,0.11937105655670166
brain_AXT1POST_203_6000597.npy,2,0.17937248945236206
brain_AXT1POST_203_6000597.npy,3,0.1639600396156311
brain_AXT1POST_203_6000597.npy,4,0.18475472927093506
brain_AXT1POST_203_6000597.npy,5,0.16599969565868378
brain_AXT1POST_203_6000597.npy,6,0.18080781400203705
brain_AXT1POST_203_6000597.npy,7,0.15831108391284943
brain_AXT1POST_203_6000597.npy,8,0.14239802956581116
brain_AXT1POST_203_6000597.npy,9,0.08383017778396606
brain_AXT1POST_203_6000597.npy,10,0.10730116069316864
brain_AXT1POST_203_6000814.npy,1,0.12916147708892822
brain_AXT1POST_203_6000814.npy,2,0.1442236602306366
brain_AXT1POST_203_6000814.npy,3,0.11875606328248978
brain_AXT1POST_203_6000814.npy,4,0.12454025447368622
brain_AXT1POST_203_6000814.npy,5,0.09557010233402252
brain_AXT1POST_203_6000814.npy,6,0.08606670796871185
brain_AXT1POST_203_6000814.npy,7,0.10409370064735413
brain_AXT1POST_203_6000814.npy,8,0.09403087198734283
brain_AXT1POST_203_6000814.npy,9,0.0930624008178711
brain_AXT1POST_203_6000814.npy,10,0.09337199479341507
