Subject ID,displacement_rms,rotation_rms,motion
6001787,1.0024946314421728,0.007196721240507921,1.002520463066461
2080275,1.1190174663856196,0.005883307983019415,1.119032932218223
6002760,0.39864162800129765,0.0025559399232720713,0.39864982177898484
2120069,0.9900293385777746,0.00455563422528724,0.9900398199304615
2050255,0.6377512271767499,0.0061411220124750554,0.6377807939606073
6000861,0.7514616972722982,0.00702599226965113,0.7514945422521285
6000322,1.022200604289811,0.016693676951110542,1.0223369083920442
2080422,0.7590317272720067,0.010808524422186553,0.7591086794430103
6002392,1.40060275496395,0.011579827448808169,1.4006506236804204
6000302,0.8780912279942147,0.0073720346111521735,0.8781221734899398
2080257,0.9406826648758269,0.01203636536413929,0.9407596664871779
6000628,0.4954356417613214,0.004863941346757984,0.4954595170676178
2070547,0.49543124179217674,0.004863930398025103,0.4954551172030168
2070354,0.7017443128683652,0.014974080771244591,0.7019040559350244
2080504,0.7675101103991919,0.014261314905339858,0.7676425956575162
6000774,1.2647646827044634,0.0056910624417484245,1.2647774866782844
2050034,0.9957179462821638,0.006579839479400548,0.9957396862814822
2080082,0.5381331761429364,0.01090857170424584,0.5382437293664565
2070365,0.49183674547146655,0.002281348634420915,0.4918420363770831
6002259,0.9616800352422716,0.004816874489347522,0.9616920985759543
6000580,0.6452889740508403,0.0075464873752465605,0.6453330996495459
2070742,1.7655756072876947,0.005657864034206005,1.765584672700446
2070143,0.767511117837624,0.01426110940422418,0.7676435991042968
2080240,0.5381331761429364,0.01090857170424584,0.5382437293664565
2080624,1.2088167669432568,0.005396124318663805,1.2088288109574532
6002737,1.098495767969779,0.010732141147511507,1.098548192434508
6002683,0.8427836715389344,0.0063845611884101,0.8428078545162089
6001434,0.9406633984027665,0.012036391828169523,0.9407404019297156
2070450,0.8169674970999865,0.012275535172298103,0.8170597163497799
6000737,0.9946111865890792,0.007261815438135125,0.9946376960741
2080383,0.6377511019366346,0.0061411674754854656,0.6377806691640581
6001236,1.2856927024434126,0.007689287573638792,1.2857156957351168
6002750,0.6452889740508403,0.0075464873752465605,0.6453330996495459
2070099,0.9957184726816294,0.006579870188603755,0.9957402128723815
6000665,2.211812582064557,0.005492475344670448,2.211819401638501
2050059,0.7079224978693136,0.004919949178727345,0.7079395940964522
6002749,2.211823693957561,0.005492444956353054,2.2118305134217833
2070357,0.9616831300743661,0.004816897899573101,0.9616951934864836
2080392,0.6680580203363037,0.007544447003067315,0.6681006190808711
6002065,1.0024946314421728,0.007196721240507921,1.002520463066461
6000760,0.7675170903805647,0.014261119781368679,0.7676495708092765
2080469,0.9616831300743661,0.004816897899573101,0.9616951934864836
6000869,0.49061397655398054,0.007821975444110792,0.4906763264005693
6002680,0.668047813532984,0.0075448640916678375,0.6680904176384828
2080664,0.7590317272720067,0.010808524422186553,0.7591086794430103
2080003,0.9946239113643236,0.007261848295519273,0.9946504207500909
2050026,1.0570996910588253,0.002923447896809615,1.05710373350219
2070083,0.711465947042573,0.004151265400152607,0.7114780578525299
6002696,0.5384544490678175,0.003946192497075878,0.5384689091824623
6002033,0.35353939303940496,0.0037526963058888084,0.3535593092540983
6000597,0.9673723750559304,0.008360710745534529,0.9674085039452167
6000661,0.4502638727885693,0.0035359701083516144,0.4502777567492848
6002862,0.5384564347464325,0.0039461954420402495,0.5384708948293361
2080075,0.711465947042573,0.004151265400152607,0.7114780578525299
6002305,1.098495767969779,0.010732141147511507,1.098548192434508
2070010,0.9616831300743661,0.004816897899573101,0.9616951934864836
6002227,0.4502638727885693,0.0035359701083516144,0.4502777567492848
6000657,0.4880995723547357,0.006202103455164816,0.4881389746989524
