Subject ID,Slice Index,SSIM
6002496,0,0.6852515178028361
6002496,1,0.678048905849834
6002496,2,0.606087551546529
6002496,3,0.6064191530096585
6002496,4,0.6366301203137056
6002496,5,0.6709832229921001
6002496,6,0.6804698172916919
6002496,7,0.6944037022165521
6002496,8,0.6731976405318739
6002496,9,0.6991070979522531
6002496,10,0.7261907306454791
6002496,11,0.7105063231700633
6002496,12,0.7749016910521781
6002496,13,0.7832777095272493
6002496,14,0.8084969219667014
6002496,15,0.8384126430138014
6002469,0,0.8673276782453712
6002469,1,0.9032719206999169
6002469,2,0.9291747250576173
6002469,3,0.8314713168299206
6002469,4,0.8873992907321788
6002469,5,0.9450635795749561
6002469,6,0.8724281915801342
6002469,7,0.8700681621484017
6002469,8,0.9051467341271449
6002469,9,0.8459015937963584
6002469,10,0.9252740506078897
6002469,11,0.8918898655069483
6002469,12,0.8766316379113637
6002469,13,0.8641440581380604
6002469,14,0.8906412160793526
6002469,15,0.9099557601909359
6002435,0,0.8743617706560568
6002435,1,0.849327347601284
6002435,2,0.7775315432513852
6002435,3,0.787096238127872
6002435,4,0.7974334501379583
6002435,5,0.7753025096442587
6002435,6,0.838869584438301
6002435,7,0.7548345942607162
6002435,8,0.7609502181897264
6002435,9,0.7417508769928306
6002435,10,0.7932448640679814
6002435,11,0.7760685069153423
6002435,12,0.8112964563943159
6002435,13,0.806773512456101
6002435,14,0.7826908736432971
6002435,15,0.8007027975689236
6002474,0,0.8254909946298636
6002474,1,0.7497600678456556
6002474,2,0.6937559110021788
6002474,3,0.6903642727875048
6002474,4,0.7022645980807887
6002474,5,0.7039842281338016
6002474,6,0.7428352468251693
6002474,7,0.7917998135396896
6002474,8,0.7988789463208336
6002474,9,0.7869329951870639
6002474,10,0.8015580975471249
6002474,11,0.8162598703579382
6002474,12,0.8457485965628556
6002474,13,0.8632332750364148
6002474,14,0.8694544741804406
6002474,15,0.8859946736777115
6002442,0,0.9299454426790251
6002442,1,0.8839609218083867
6002442,2,0.8810457077102191
6002442,3,0.8355508128460448
6002442,4,0.894069649019549
6002442,5,0.8991176179889395
6002442,6,0.8740887354683077
6002442,7,0.8839787912663386
6002442,8,0.8317439380542067
6002442,9,0.8203992530550955
6002442,10,0.8356128215095671
6002442,11,0.7742260915807694
6002442,12,0.836286019117351
6002442,13,0.8418569603773429
6002442,14,0.8646180013389667
6002442,15,0.8642396339364776
6002456,0,0.8396656185069356
6002456,1,0.8159252588491778
6002456,2,0.8489800232153981
6002456,3,0.839362891806496
6002456,4,0.8699802084961973
6002456,5,0.8712199993872768
6002456,6,0.8721724465115818
6002456,7,0.8555644802244086
6002456,8,0.8909541805709985
6002456,9,0.8729786277733038
6002456,10,0.9184745391365104
6002456,11,0.920803665702692
6002456,12,0.9148485608459865
6002456,13,0.9409571825337677
6002456,14,0.9421717638896272
6002456,15,0.9523357080365071
6002510,0,0.8574624300604953
6002510,1,0.8662861121218222
6002510,2,0.8666617420984767
6002510,3,0.8615290413052522
6002510,4,0.7114383119180291
6002510,5,0.7741285584031514
6002510,6,0.8202628460232733
6002510,7,0.9101510926203474
6002510,8,0.8789815755250489
6002510,9,0.8375160039265874
6002510,10,0.8594991431031436
6002510,11,0.8729200686910213
6002510,12,0.8270654514805303
6002510,13,0.8822959645248225
6002510,14,0.913766208778869
6002510,15,0.9188147001143673
6002503,0,0.823479332146935
6002503,1,0.7765131389998097
6002503,2,0.8752463441677267
6002503,3,0.851737818638954
6002503,4,0.8448767221287914
6002503,5,0.8447068331093602
6002503,6,0.7925194020099268
6002503,7,0.8692773907690413
6002503,8,0.8704541342868876
6002503,9,0.8792637299423365
6002503,10,0.8688250618265744
6002503,11,0.8098852049599634
6002503,12,0.8414498999108369
6002503,13,0.8699347162371527
6002503,14,0.8816896526881229
6002503,15,0.8918077537508896
6002501,0,0.7836124485231566
6002501,1,0.8342581539652084
6002501,2,0.8105784345912634
6002501,3,0.8321536751073697
6002501,4,0.7095885507953004
6002501,5,0.7311466264206383
6002501,6,0.8185689765417241
6002501,7,0.8050683752024356
6002501,8,0.8452203150010599
6002501,9,0.9199872309130759
6002501,10,0.9181426325319461
6002501,11,0.8415509985095054
6002501,12,0.845554131735645
6002501,13,0.8298334178645074
6002501,14,0.843400336392686
6002501,15,0.8502760460619327
6002467,0,0.8431332823876303
6002467,1,0.810835382262405
6002467,2,0.9144132381330295
6002467,3,0.8374600585535339
6002467,4,0.9026550462448139
6002467,5,0.8739541177394239
6002467,6,0.8320380653524088
6002467,7,0.8609598004267504
6002467,8,0.8602869692059868
6002467,9,0.8731497619790292
6002467,10,0.8945923669000508
6002467,11,0.8695385870942216
6002467,12,0.8713144879019843
6002467,13,0.8634879080084434
6002467,14,0.8620228929206745
6002467,15,0.8532104400370918
6002466,0,0.7445061120302102
6002466,1,0.813878888785303
6002466,2,0.8320027219882687
6002466,3,0.8157062855641435
6002466,4,0.8722324664656628
6002466,5,0.8921703005495903
6002466,6,0.8412988992614916
6002466,7,0.8148888960778558
6002466,8,0.7968817050902776
6002466,9,0.8351383417491238
6002466,10,0.8683887244201227
6002466,11,0.9095717108262069
6002466,12,0.8957070987055255
6002466,13,0.8743800196336866
6002466,14,0.8636188249823392
6002466,15,0.8822774815373317
6002452,0,0.7826409144213912
6002452,1,0.8066308878434699
6002452,2,0.8287088315161931
6002452,3,0.882074512573373
6002452,4,0.906533727543225
6002452,5,0.8182859451696907
6002452,6,0.9193611898853925
6002452,7,0.9260109948032729
6002452,8,0.7573119402732201
6002452,9,0.8966930625703221
6002452,10,0.8114496833844633
6002452,11,0.8846699968709477
6002452,12,0.8970585546582844
6002452,13,0.8541879960078751
6002452,14,0.9040296838614744
6002452,15,0.9109376139397676
6002512,0,0.8095449046599393
6002512,1,0.8224875632555536
6002512,2,0.784926899661063
6002512,3,0.7752790070694419
6002512,4,0.734013292755076
6002512,5,0.6733415552909646
6002512,6,0.7579224323176007
6002512,7,0.7086302206287194
6002512,8,0.7444202614651251
6002512,9,0.7279935262893367
6002512,10,0.8033541304492612
6002512,11,0.7774266576185658
6002512,12,0.828885143148925
6002512,13,0.8416233682437521
6002512,14,0.8639839525047387
6002512,15,0.8680247390357066
6002516,0,0.8001431962306234
6002516,1,0.8372635531758077
6002516,2,0.8164896043224608
6002516,3,0.8177888781232536
6002516,4,0.8308656090826553
6002516,5,0.7856861146979183
6002516,6,0.7984189520750024
6002516,7,0.7904090281317591
6002516,8,0.7989200127956065
6002516,9,0.7798031056673955
6002516,10,0.7955070924780813
6002516,11,0.7836561862959401
6002516,12,0.8162903262464977
6002516,13,0.8175413651096791
6002516,14,0.8175245633406594
6002516,15,0.832839828459122
6002522,0,0.7920875858788765
6002522,1,0.8402407231320638
6002522,2,0.7770570975160224
6002522,3,0.8446732463587209
6002522,4,0.8388939678865065
6002522,5,0.849538349166691
6002522,6,0.8873450407452501
6002522,7,0.8692335267677604
6002522,8,0.8692713944620145
6002522,9,0.9084606213112527
6002522,10,0.9200227063937688
6002522,11,0.9037979923505006
6002522,12,0.9128073259200765
6002522,13,0.9259268883255359
6002522,14,0.9371785995847973
6002522,15,0.9470963277318103
6002541,0,0.8076016375717465
6002541,1,0.7773270759000386
6002541,2,0.8758925311810858
6002541,3,0.8252896671650719
6002541,4,0.8369308877132072
6002541,5,0.8068768209240024
6002541,6,0.7586264836352901
6002541,7,0.8462035359154539
6002541,8,0.8540547807939098
6002541,9,0.8663952115105497
6002541,10,0.8639821862727681
6002541,11,0.7959151098308394
6002541,12,0.8415953123159843
6002541,13,0.8497428484564079
6002541,14,0.8609056549007703
6002541,15,0.8756177087164528
6002543,0,0.8010477866983372
6002543,1,0.6492309012245483
6002543,2,0.7748958566827145
6002543,3,0.760089643597554
6002543,4,0.6932615222118617
6002543,5,0.706270840286706
6002543,6,0.8339096781188688
6002543,7,0.743707510850519
6002543,8,0.8201295100098731
6002543,9,0.7716735861431633
6002543,10,0.7920010388493632
6002543,11,0.7915451486860567
6002543,12,0.8061808535042263
6002543,13,0.8349115340265847
6002543,14,0.8558292120642395
6002543,15,0.8728270237217585
6002567,0,0.6947706715045592
6002567,1,0.6418710235061925
6002567,2,0.6840026276078655
6002567,3,0.7122110657082378
6002567,4,0.734409371252165
6002567,5,0.7430481427994522
6002567,6,0.7875726106742693
6002567,7,0.7544118858376351
6002567,8,0.7042872753479135
6002567,9,0.695511066684706
6002567,10,0.7160392878854042
6002567,11,0.7641235269211576
6002567,12,0.7927505876343426
6002567,13,0.8226018223279368
6002585,0,0.7265196910571036
6002585,1,0.6780021999162614
6002585,2,0.6522672684755693
6002585,3,0.6799686794558456
6002585,4,0.6649812889458586
6002585,5,0.7418780112919452
6002585,6,0.8009441034316819
6002585,7,0.803923384779777
6002585,8,0.7802723437489358
6002585,9,0.7765007596752178
6002585,10,0.7987318645181432
6002585,11,0.8344050130098095
6002585,12,0.8543034807643243
6002585,13,0.8268919588470627
6002585,14,0.866393082054274
6002585,15,0.879647973520856
6002595,0,0.7929616719725422
6002595,1,0.8190680094342255
6002595,2,0.7143714818301922
6002595,3,0.7126777863654367
6002595,4,0.7077103214044125
6002595,5,0.7749020221557252
6002595,6,0.7214497379461193
6002595,7,0.7781358628393023
6002595,8,0.7550013308120188
6002595,9,0.7620078360839322
6002595,10,0.7911558498970293
6002595,11,0.8210053036202657
6002595,12,0.819329236805076
6002595,13,0.8629316229549209
6002595,14,0.8644354195040762
6002595,15,0.8575617120846811
6002549,0,0.8185567690099828
6002549,1,0.8247763946686071
6002549,2,0.8374711382021579
6002549,3,0.8404412652170683
6002549,4,0.7689316421461233
6002549,5,0.6654481599077262
6002549,6,0.7242323957536559
6002549,7,0.7319734320194625
6002549,8,0.6463299475020547
6002549,9,0.7682661607656762
6002549,10,0.7169250641726621
6002549,11,0.6527796369225545
