Filename,Slice,LPIPS_Score
brain_AXT2_200_6002150.npy,1,0.08728839457035065
brain_AXT2_200_6002150.npy,2,0.21443170309066772
brain_AXT2_200_6002150.npy,3,0.12433795630931854
brain_AXT2_200_6002150.npy,4,0.31823790073394775
brain_AXT2_200_6002150.npy,5,0.19175735116004944
brain_AXT2_200_6002150.npy,6,0.17259187996387482
brain_AXT2_200_6002150.npy,7,0.14036870002746582
brain_AXT2_200_6002150.npy,8,0.24723288416862488
brain_AXT2_200_6002150.npy,9,0.092171311378479
brain_AXT2_200_6002150.npy,10,0.07238558679819107
brain_AXT2_204_2040012.npy,1,0.1333961933851242
brain_AXT2_204_2040012.npy,2,0.21498562395572662
brain_AXT2_204_2040012.npy,3,0.07940831035375595
brain_AXT2_204_2040012.npy,4,0.12266868352890015
brain_AXT2_204_2040012.npy,5,0.15145856142044067
brain_AXT2_204_2040012.npy,6,0.2384864240884781
brain_AXT2_204_2040012.npy,7,0.07093474268913269
brain_AXT2_204_2040012.npy,8,0.060219839215278625
brain_AXT2_204_2040012.npy,9,0.11167702078819275
brain_AXT2_204_2040012.npy,10,0.04508607089519501
brain_AXT2_202_2120020.npy,1,0.11972521245479584
brain_AXT2_202_2120020.npy,2,0.09551936388015747
brain_AXT2_202_2120020.npy,3,0.060931939631700516
brain_AXT2_202_2120020.npy,4,0.1322696954011917
brain_AXT2_202_2120020.npy,5,0.09684528410434723
brain_AXT2_202_2120020.npy,6,0.0939069613814354
brain_AXT2_202_2120020.npy,7,0.09295504540205002
brain_AXT2_202_2120020.npy,8,0.05545397475361824
brain_AXT2_202_2120020.npy,9,0.058112308382987976
brain_AXT2_202_2120020.npy,10,0.051529660820961
brain_AXT2_201_2010580.npy,1,0.2393970787525177
brain_AXT2_201_2010580.npy,2,0.24770113825798035
brain_AXT2_201_2010580.npy,3,0.1860002875328064
brain_AXT2_201_2010580.npy,4,0.207407146692276
brain_AXT2_201_2010580.npy,5,0.20038582384586334
brain_AXT2_201_2010580.npy,6,0.07874491810798645
brain_AXT2_201_2010580.npy,7,0.03550436720252037
brain_AXT2_201_2010580.npy,8,0.22476312518119812
brain_AXT2_201_2010580.npy,9,0.09459713846445084
brain_AXT2_201_2010580.npy,10,0.17289970815181732
brain_AXT2_205_2050125.npy,1,0.09884554147720337
brain_AXT2_205_2050125.npy,2,0.10301753878593445
brain_AXT2_205_2050125.npy,3,0.08296537399291992
brain_AXT2_205_2050125.npy,4,0.12039093673229218
brain_AXT2_205_2050125.npy,5,0.059639573097229004
brain_AXT2_205_2050125.npy,6,0.06894933432340622
brain_AXT2_205_2050125.npy,7,0.06823641806840897
brain_AXT2_205_2050125.npy,8,0.07706764340400696
brain_AXT2_205_2050125.npy,9,0.0815596729516983
brain_AXT2_205_2050125.npy,10,0.04986853152513504
brain_AXT2_205_2050119.npy,1,0.055501874536275864
brain_AXT2_205_2050119.npy,2,0.08822255581617355
brain_AXT2_205_2050119.npy,3,0.07371325045824051
brain_AXT2_205_2050119.npy,4,0.05773776397109032
brain_AXT2_205_2050119.npy,5,0.09492550790309906
brain_AXT2_205_2050119.npy,6,0.09776456654071808
brain_AXT2_205_2050119.npy,7,0.09439850598573685
brain_AXT2_205_2050119.npy,8,0.06298285722732544
brain_AXT2_205_2050119.npy,9,0.04894109070301056
brain_AXT2_205_2050119.npy,10,0.0653432160615921
brain_AXT2_205_6000025.npy,1,0.08470943570137024
brain_AXT2_205_6000025.npy,2,0.06607706099748611
brain_AXT2_205_6000025.npy,3,0.13782237470149994
brain_AXT2_205_6000025.npy,4,0.08552823215723038
brain_AXT2_205_6000025.npy,5,0.06480184942483902
brain_AXT2_205_6000025.npy,6,0.0417916476726532
brain_AXT2_205_6000025.npy,7,0.034334324300289154
brain_AXT2_205_6000025.npy,8,0.04715801775455475
brain_AXT2_205_6000025.npy,9,0.055329568684101105
brain_AXT2_205_6000025.npy,10,0.0685894638299942
brain_AXT2_200_6002554.npy,1,0.143479585647583
brain_AXT2_200_6002554.npy,2,0.12470673024654388
brain_AXT2_200_6002554.npy,3,0.1459364891052246
brain_AXT2_200_6002554.npy,4,0.07715068012475967
brain_AXT2_200_6002554.npy,5,0.2269958257675171
brain_AXT2_200_6002554.npy,6,0.2060393989086151
brain_AXT2_200_6002554.npy,7,0.14689700305461884
brain_AXT2_200_6002554.npy,8,0.13397574424743652
brain_AXT2_200_6002554.npy,9,0.20633934438228607
brain_AXT2_200_6002554.npy,10,0.2862028181552887
brain_AXT2_207_2070559.npy,1,0.09864512085914612
brain_AXT2_207_2070559.npy,2,0.09820235520601273
brain_AXT2_207_2070559.npy,3,0.09973284602165222
brain_AXT2_207_2070559.npy,4,0.07762566208839417
brain_AXT2_207_2070559.npy,5,0.121272973716259
brain_AXT2_207_2070559.npy,6,0.06455399841070175
brain_AXT2_207_2070559.npy,7,0.05644867569208145
brain_AXT2_207_2070559.npy,8,0.0762908086180687
brain_AXT2_207_2070559.npy,9,0.05791192874312401
brain_AXT2_207_2070559.npy,10,0.05422576144337654
brain_AXT2_202_2020380.npy,1,0.08349499851465225
brain_AXT2_202_2020380.npy,2,0.11599934846162796
brain_AXT2_202_2020380.npy,3,0.10324782133102417
brain_AXT2_202_2020380.npy,4,0.14354923367500305
brain_AXT2_202_2020380.npy,5,0.04953077808022499
brain_AXT2_202_2020380.npy,6,0.05328754335641861
brain_AXT2_202_2020380.npy,7,0.07752832770347595
