Filename,Slice,LPIPS_Score
brain_AXT1PRE_203_6000635.npy,1,0.20772786438465118
brain_AXT1PRE_203_6000635.npy,2,0.18209995329380035
brain_AXT1PRE_203_6000635.npy,3,0.16676592826843262
brain_AXT1PRE_203_6000635.npy,4,0.19442708790302277
brain_AXT1PRE_203_6000635.npy,5,0.1191427931189537
brain_AXT1PRE_203_6000635.npy,6,0.12475225329399109
brain_AXT1PRE_203_6000635.npy,7,0.1080300584435463
brain_AXT1PRE_203_6000635.npy,8,0.10559253394603729
brain_AXT1PRE_203_6000635.npy,9,0.11038679629564285
brain_AXT1PRE_203_6000635.npy,10,0.11266709864139557
brain_AXT1PRE_200_6002204.npy,1,0.18646033108234406
brain_AXT1PRE_200_6002204.npy,2,0.18303613364696503
brain_AXT1PRE_200_6002204.npy,3,0.14571529626846313
brain_AXT1PRE_200_6002204.npy,4,0.12003183364868164
brain_AXT1PRE_200_6002204.npy,5,0.14241912961006165
brain_AXT1PRE_200_6002204.npy,6,0.10306361317634583
brain_AXT1PRE_200_6002204.npy,7,0.12609528005123138
brain_AXT1PRE_200_6002204.npy,8,0.13803116977214813
brain_AXT1PRE_200_6002204.npy,9,0.09600256383419037
brain_AXT1PRE_200_6002204.npy,10,0.10002666711807251
brain_AXT1PRE_200_6002064.npy,1,0.16585755348205566
brain_AXT1PRE_200_6002064.npy,2,0.15942524373531342
brain_AXT1PRE_200_6002064.npy,3,0.15408019721508026
brain_AXT1PRE_200_6002064.npy,4,0.17462824285030365
brain_AXT1PRE_200_6002064.npy,5,0.15778714418411255
brain_AXT1PRE_200_6002064.npy,6,0.11393025517463684
brain_AXT1PRE_200_6002064.npy,7,0.11601611226797104
brain_AXT1PRE_200_6002064.npy,8,0.10742455720901489
brain_AXT1PRE_200_6002064.npy,9,0.11797347664833069
brain_AXT1PRE_200_6002064.npy,10,0.10649671405553818
brain_AXT1PRE_200_6002186.npy,1,0.15602687001228333
brain_AXT1PRE_200_6002186.npy,2,0.15002943575382233
brain_AXT1PRE_200_6002186.npy,3,0.1491980254650116
brain_AXT1PRE_200_6002186.npy,4,0.17365527153015137
brain_AXT1PRE_200_6002186.npy,5,0.14483122527599335
brain_AXT1PRE_200_6002186.npy,6,0.13368350267410278
brain_AXT1PRE_200_6002186.npy,7,0.1337827444076538
brain_AXT1PRE_200_6002186.npy,8,0.09775850921869278
brain_AXT1PRE_200_6002186.npy,9,0.12511618435382843
brain_AXT1PRE_200_6002186.npy,10,0.12016661465167999
brain_AXT1PRE_200_6002147.npy,1,0.18715572357177734
brain_AXT1PRE_200_6002147.npy,2,0.19133883714675903
brain_AXT1PRE_200_6002147.npy,3,0.1951282024383545
brain_AXT1PRE_200_6002147.npy,4,0.17187261581420898
brain_AXT1PRE_200_6002147.npy,5,0.1682807058095932
brain_AXT1PRE_200_6002147.npy,6,0.11883197724819183
brain_AXT1PRE_200_6002147.npy,7,0.14496304094791412
brain_AXT1PRE_200_6002147.npy,8,0.11842886358499527
brain_AXT1PRE_200_6002147.npy,9,0.12741217017173767
brain_AXT1PRE_200_6002147.npy,10,0.12405767291784286
brain_AXT1PRE_200_6002131.npy,1,0.13960987329483032
brain_AXT1PRE_200_6002131.npy,2,0.13797242939472198
brain_AXT1PRE_200_6002131.npy,3,0.11274468898773193
brain_AXT1PRE_200_6002131.npy,4,0.11599133908748627
brain_AXT1PRE_200_6002131.npy,5,0.1107897162437439
brain_AXT1PRE_200_6002131.npy,6,0.1205214187502861
brain_AXT1PRE_200_6002131.npy,7,0.11868352442979813
brain_AXT1PRE_200_6002131.npy,8,0.12795576453208923
brain_AXT1PRE_200_6002131.npy,9,0.13430599868297577
brain_AXT1PRE_200_6002131.npy,10,0.13453523814678192
brain_AXT1PRE_200_6002207.npy,1,0.1899803876876831
brain_AXT1PRE_200_6002207.npy,2,0.19471263885498047
brain_AXT1PRE_200_6002207.npy,3,0.20255646109580994
brain_AXT1PRE_200_6002207.npy,4,0.22081586718559265
brain_AXT1PRE_200_6002207.npy,5,0.204687237739563
brain_AXT1PRE_200_6002207.npy,6,0.19744303822517395
brain_AXT1PRE_200_6002207.npy,7,0.12808242440223694
brain_AXT1PRE_200_6002207.npy,8,0.11829465627670288
brain_AXT1PRE_200_6002207.npy,9,0.10238754749298096
brain_AXT1PRE_200_6002207.npy,10,0.12707683444023132
brain_AXT1PRE_200_6002199.npy,1,0.1593286395072937
brain_AXT1PRE_200_6002199.npy,2,0.16925305128097534
brain_AXT1PRE_200_6002199.npy,3,0.1488916575908661
brain_AXT1PRE_200_6002199.npy,4,0.10237222909927368
brain_AXT1PRE_200_6002199.npy,5,0.10736116766929626
brain_AXT1PRE_200_6002199.npy,6,0.1467335820198059
brain_AXT1PRE_200_6002199.npy,7,0.13486289978027344
brain_AXT1PRE_200_6002199.npy,8,0.1203683540225029
brain_AXT1PRE_200_6002199.npy,9,0.1274343580007553
brain_AXT1PRE_200_6002199.npy,10,0.13618147373199463
brain_AXT1PRE_200_6002293.npy,1,0.19640129804611206
brain_AXT1PRE_200_6002293.npy,2,0.20720720291137695
brain_AXT1PRE_200_6002293.npy,3,0.2247031033039093
brain_AXT1PRE_200_6002293.npy,4,0.19711774587631226
brain_AXT1PRE_200_6002293.npy,5,0.16037747263908386
brain_AXT1PRE_200_6002293.npy,6,0.17811603844165802
brain_AXT1PRE_200_6002293.npy,7,0.15434299409389496
brain_AXT1PRE_200_6002293.npy,8,0.13818833231925964
brain_AXT1PRE_200_6002293.npy,9,0.08728926628828049
brain_AXT1PRE_200_6002293.npy,10,0.09164000302553177
brain_AXT1PRE_200_6002226.npy,1,0.19537563621997833
brain_AXT1PRE_200_6002226.npy,2,0.22572746872901917
brain_AXT1PRE_200_6002226.npy,3,0.19782227277755737
brain_AXT1PRE_200_6002226.npy,4,0.16207224130630493
brain_AXT1PRE_200_6002226.npy,5,0.1731998473405838
brain_AXT1PRE_200_6002226.npy,6,0.13546770811080933
brain_AXT1PRE_200_6002226.npy,7,0.11639372259378433
brain_AXT1PRE_200_6002226.npy,8,0.12865175306797028
brain_AXT1PRE_200_6002226.npy,9,0.10618698596954346
brain_AXT1PRE_200_6002226.npy,10,0.10069338977336884
brain_AXT1PRE_200_6002076.npy,1,0.17719845473766327
brain_AXT1PRE_200_6002076.npy,2,0.1605108231306076
