Subject ID,Slice Index,Haarpsi,VSI
2070780,0,0.6244459060530833,tensor(0.9675)
2070780,1,0.7541702914009996,tensor(0.9746)
2070780,2,0.5144469656978279,tensor(0.9495)
2070780,3,0.6554303371605443,tensor(0.9664)
2070780,4,0.6139350501077632,tensor(0.9605)
2070780,5,0.5729896319343258,tensor(0.9527)
2070780,6,0.5313733265786994,tensor(0.9419)
2070780,7,0.45951743317693894,tensor(0.9340)
2070780,8,0.45996708392868296,tensor(0.9297)
2070780,9,0.3656493324866352,tensor(0.9121)
2070780,10,0.41428444029361544,tensor(0.9222)
2070780,11,0.4159120284147683,tensor(0.9326)
2070780,12,0.5258522656742137,tensor(0.9509)
2070780,13,0.48277474807900433,tensor(0.9484)
2070780,14,0.5777837435958879,tensor(0.9571)
2070780,15,0.6449312163934532,tensor(0.9598)
2070390,0,0.7403201873889165,tensor(0.9743)
2070390,1,0.7688373492394398,tensor(0.9751)
2070390,2,0.753639684238556,tensor(0.9732)
2070390,3,0.6974895761085571,tensor(0.9617)
2070390,4,0.7009772179664514,tensor(0.9580)
2070390,5,0.6180891744018427,tensor(0.9566)
2070390,6,0.4788180565714621,tensor(0.9398)
2070390,7,0.5869851416572511,tensor(0.9553)
2070390,8,0.546834363393188,tensor(0.9460)
2070390,9,0.5189982280218489,tensor(0.9393)
2070390,10,0.6258460153566103,tensor(0.9561)
2070390,11,0.6863400132438997,tensor(0.9621)
2070390,12,0.7020756070359666,tensor(0.9707)
2070390,13,0.7049922784241256,tensor(0.9609)
2070390,14,0.7370781300886733,tensor(0.9600)
2070390,15,0.6460509358331789,tensor(0.9473)
2070308,0,0.6679498610652497,tensor(0.9539)
2070308,1,0.5896247301178221,tensor(0.9595)
2070308,2,0.6681613302342467,tensor(0.9627)
2070308,3,0.7211322144611247,tensor(0.9732)
2070308,4,0.8737404601585717,tensor(0.9827)
2070308,5,0.5235366384377503,tensor(0.9461)
2070308,6,0.7819658974443823,tensor(0.9836)
2070308,7,0.8603050075588415,tensor(0.9824)
2070308,8,0.4834626480557229,tensor(0.9370)
2070308,9,0.8684063664360798,tensor(0.9792)
2070308,10,0.5227277907028766,tensor(0.9455)
2070308,11,0.779392464099967,tensor(0.9722)
2070308,12,0.7959960397803847,tensor(0.9811)
2070308,13,0.5286127156972054,tensor(0.9540)
2070308,14,0.7632641787606953,tensor(0.9645)
2070308,15,0.860887534476291,tensor(0.9726)
2070528,0,0.7719904444904251,tensor(0.9786)
2070528,1,0.7673086295146678,tensor(0.9749)
2070528,2,0.862704245341643,tensor(0.9889)
2070528,3,0.7306982778091731,tensor(0.9777)
2070528,4,0.7656943849571026,tensor(0.9809)
2070528,5,0.8286154769553554,tensor(0.9792)
2070528,6,0.843051777001402,tensor(0.9807)
2070528,7,0.8732030453654044,tensor(0.9794)
2070528,8,0.8029302699485188,tensor(0.9789)
2070528,9,0.9050453356647616,tensor(0.9833)
2070528,10,0.9369624460278224,tensor(0.9875)
2070528,11,0.8728280227402002,tensor(0.9814)
2070528,12,0.8865413768832456,tensor(0.9754)
2070528,13,0.8653742677531246,tensor(0.9693)
2070528,14,0.6108016095756997,tensor(0.9470)
2070528,15,0.4878248777557278,tensor(0.9018)
2070847,0,0.6050109131870688,tensor(0.9584)
2070847,1,0.7966512985204705,tensor(0.9782)
2070847,2,0.4889218959235537,tensor(0.9537)
2070847,3,0.8224092953777421,tensor(0.9815)
2070847,4,0.7611698909801259,tensor(0.9775)
2070847,5,0.5940978914963719,tensor(0.9672)
2070847,6,0.8052400248812173,tensor(0.9810)
2070847,7,0.6742385408575323,tensor(0.9733)
2070847,8,0.5666861946833613,tensor(0.9486)
2070847,9,0.7777973128143976,tensor(0.9714)
2070847,10,0.7272226708994926,tensor(0.9610)
2070847,11,0.6866602471920497,tensor(0.9634)
2070847,12,0.5814362997344158,tensor(0.9535)
2070847,13,0.7924027570268417,tensor(0.9776)
2070847,14,0.8334070703986576,tensor(0.9793)
2070847,15,0.7374073828619244,tensor(0.9659)
2070559,0,0.5862418639389103,tensor(0.9476)
2070559,1,0.3952577992552287,tensor(0.9268)
2070559,2,0.49623709996977783,tensor(0.9454)
2070559,3,0.3898898796755223,tensor(0.9317)
2070559,4,0.5030869244447551,tensor(0.9527)
2070559,5,0.46532035460299115,tensor(0.9448)
2070559,6,0.5593603179123399,tensor(0.9549)
2070559,7,0.6011947596801509,tensor(0.9488)
2070559,8,0.4487291666853355,tensor(0.9426)
2070559,9,0.6594581948095131,tensor(0.9575)
2070559,10,0.502632005827843,tensor(0.9393)
2070559,11,0.6407495427845685,tensor(0.9523)
2070559,12,0.69568889517407,tensor(0.9597)
2070559,13,0.3875614220021827,tensor(0.9331)
2070559,14,0.6126062364009106,tensor(0.9501)
2070559,15,0.7504929937147112,tensor(0.9601)
2070138,0,0.6684644008869914,tensor(0.9546)
2070138,1,0.6865600297274427,tensor(0.9622)
2070138,2,0.7157979897168932,tensor(0.9594)
2070138,3,0.5930264731712231,tensor(0.9541)
2070138,4,0.5820255000811247,tensor(0.9504)
2070138,5,0.6114542628262198,tensor(0.9550)
2070138,6,0.6946856132811445,tensor(0.9584)
2070138,7,0.5853026812699108,tensor(0.9554)
2070138,8,0.7506149721436904,tensor(0.9615)
2070138,9,0.7773349812748206,tensor(0.9654)
2070138,10,0.5784219579077037,tensor(0.9461)
2070138,11,0.6914088502533797,tensor(0.9678)
2070138,12,0.693237510309206,tensor(0.9701)
2070138,13,0.7058818328895466,tensor(0.9665)
2070138,14,0.7025801773115387,tensor(0.9575)
2070138,15,0.766460124755645,tensor(0.9594)
2030007,0,0.7353244952809828,tensor(0.9828)
2030007,1,0.5532703904676806,tensor(0.9666)
2030007,2,0.8164805628965275,tensor(0.9912)
2030007,3,0.696006174811158,tensor(0.9814)
2030007,4,0.5988209998168742,tensor(0.9638)
2030007,5,0.3762297092165365,tensor(0.9251)
2030007,6,0.5712030561004883,tensor(0.9619)
2030007,7,0.49618221914227006,tensor(0.9536)
2030007,8,0.43453730327684853,tensor(0.9412)
2030007,9,0.5972008642137621,tensor(0.9707)
2030007,10,0.6957165549243678,tensor(0.9802)
2030007,11,0.6904360919384853,tensor(0.9837)
2030007,12,0.8974347761494846,tensor(0.9965)
2030007,13,0.7431879015829937,tensor(0.9873)
2030007,14,0.7172532945263841,tensor(0.9835)
2030007,15,0.4356408751245214,tensor(0.9424)
2030082,0,0.6546834701709191,tensor(0.9762)
2030082,1,0.4923671067718892,tensor(0.9551)
2030082,2,0.27061866595193673,tensor(0.8971)
2030082,3,0.40524008406068557,tensor(0.9377)
2030082,4,0.5925306997415233,tensor(0.9637)
2030082,5,0.3924893779455246,tensor(0.9349)
2030082,6,0.5455909660340375,tensor(0.9585)
2030082,7,0.5944593946467466,tensor(0.9657)
2030082,8,0.4421291330973014,tensor(0.9414)
2030082,9,0.5468332753429973,tensor(0.9617)
2030082,10,0.505779604720461,tensor(0.9575)
2030082,11,0.6375498574950649,tensor(0.9757)
2030082,12,0.7175874037708385,tensor(0.9821)
2030082,13,0.5586988448286273,tensor(0.9662)
2030082,14,0.7574146549639937,tensor(0.9861)
2030082,15,0.699251350652281,tensor(0.9818)
2070456,0,0.7354985971537782,tensor(0.9682)
2070456,1,0.41799443881070475,tensor(0.9327)
2070456,2,0.5940736124416279,tensor(0.9615)
2070456,3,0.6589903153106229,tensor(0.9621)
2070456,4,0.5817345229257455,tensor(0.9611)
2070456,5,0.7330299607256919,tensor(0.9635)
2070456,6,0.6847582218182007,tensor(0.9673)
2070456,7,0.716854045786033,tensor(0.9600)
2070456,8,0.6818591481400782,tensor(0.9661)
2070456,9,0.581217233495192,tensor(0.9572)
2070456,10,0.670396663214313,tensor(0.9623)
2070456,11,0.7181500471160029,tensor(0.9624)
2070456,12,0.7472978360403111,tensor(0.9726)
