Subject ID,Slice Index,Haarpsi,VSI
6002595,0,0.6802732360213143,tensor(0.9715)
6002595,1,0.6663334243360567,tensor(0.9649)
6002595,2,0.4704167025834134,tensor(0.9472)
6002595,3,0.4696343984685828,tensor(0.9463)
6002595,4,0.4259552444206551,tensor(0.9418)
6002595,5,0.5160126113455088,tensor(0.9562)
6002595,6,0.42167343874958707,tensor(0.9389)
6002595,7,0.5546477117978144,tensor(0.9530)
6002595,8,0.4876111262519148,tensor(0.9434)
6002595,9,0.4572802901579694,tensor(0.9396)
6002595,10,0.5228374874673107,tensor(0.9484)
6002595,11,0.6101171998434929,tensor(0.9560)
6002595,12,0.5697017178812995,tensor(0.9534)
6002595,13,0.7539895400857454,tensor(0.9690)
6002595,14,0.7899314695870521,tensor(0.9694)
6002595,15,0.7751116251708188,tensor(0.9609)
6002435,0,0.8429201406469012,tensor(0.9855)
6002435,1,0.7905882230400125,tensor(0.9813)
6002435,2,0.6679580682236649,tensor(0.9686)
6002435,3,0.6833375118811775,tensor(0.9672)
6002435,4,0.682418893709798,tensor(0.9700)
6002435,5,0.6917731402252819,tensor(0.9642)
6002435,6,0.7054042302672046,tensor(0.9719)
6002435,7,0.6229749023656292,tensor(0.9590)
6002435,8,0.7628888597383028,tensor(0.9622)
6002435,9,0.6254575456292021,tensor(0.9537)
6002435,10,0.7742623658212853,tensor(0.9672)
6002435,11,0.6973825496507665,tensor(0.9595)
6002435,12,0.7826570334273739,tensor(0.9717)
6002435,13,0.715589362557693,tensor(0.9686)
6002435,14,0.7089807495912609,tensor(0.9607)
6002435,15,0.7078769333438975,tensor(0.9584)
6002516,0,0.8043023775284867,tensor(0.9717)
6002516,1,0.7794600045590176,tensor(0.9795)
6002516,2,0.7277749459710086,tensor(0.9695)
6002516,3,0.7811513987432842,tensor(0.9732)
6002516,4,0.7700971884450386,tensor(0.9774)
6002516,5,0.6382372798326955,tensor(0.9659)
6002516,6,0.6665266520830159,tensor(0.9628)
6002516,7,0.6354797844173325,tensor(0.9578)
6002516,8,0.6534429872545027,tensor(0.9599)
6002516,9,0.600126541611559,tensor(0.9528)
6002516,10,0.6360671251705228,tensor(0.9638)
6002516,11,0.5233872256645012,tensor(0.9542)
6002516,12,0.6508801280178041,tensor(0.9638)
6002516,13,0.7771840811547911,tensor(0.9702)
6002516,14,0.7605593161806997,tensor(0.9711)
6002516,15,0.742926836793192,tensor(0.9647)
6002585,0,0.5423718086128053,tensor(0.9606)
6002585,1,0.4649441587608254,tensor(0.9413)
6002585,2,0.4385729237703853,tensor(0.9441)
6002585,3,0.4642239282876637,tensor(0.9521)
6002585,4,0.40970660752225896,tensor(0.9481)
6002585,5,0.5193739264903262,tensor(0.9488)
6002585,6,0.5988949694677652,tensor(0.9605)
6002585,7,0.578003702267969,tensor(0.9615)
6002585,8,0.6154725149876238,tensor(0.9472)
6002585,9,0.52762581978118,tensor(0.9429)
6002585,10,0.5348171959376912,tensor(0.9437)
6002585,11,0.6520716631262502,tensor(0.9577)
6002585,12,0.7545907423752047,tensor(0.9761)
6002585,13,0.48189375385203886,tensor(0.9491)
6002585,14,0.7339507850898507,tensor(0.9717)
6002585,15,0.6393509795209036,tensor(0.9518)
6002456,0,0.6206245663202418,tensor(0.9702)
6002456,1,0.5354734515270491,tensor(0.9605)
6002456,2,0.6167171815713799,tensor(0.9794)
6002456,3,0.5566215347230585,tensor(0.9710)
6002456,4,0.5697893015160393,tensor(0.9681)
6002456,5,0.573312135963475,tensor(0.9706)
6002456,6,0.5174449284844034,tensor(0.9604)
6002456,7,0.475977370321467,tensor(0.9596)
6002456,8,0.6647490455797079,tensor(0.9669)
6002456,9,0.5657794808770954,tensor(0.9466)
6002456,10,0.665285593296346,tensor(0.9606)
6002456,11,0.6535082519941688,tensor(0.9610)
6002456,12,0.5786773425308178,tensor(0.9590)
6002456,13,0.7196592725191702,tensor(0.9652)
6002456,14,0.6395749319456095,tensor(0.9534)
6002456,15,0.6194055016586673,tensor(0.9467)
6002543,0,0.6706323803283418,tensor(0.9715)
6002543,1,0.3631193864556807,tensor(0.9353)
6002543,2,0.5867385234360059,tensor(0.9658)
6002543,3,0.5949932207333587,tensor(0.9626)
6002543,4,0.4489111149422095,tensor(0.9445)
6002543,5,0.44267521778581215,tensor(0.9461)
6002543,6,0.7529616413210644,tensor(0.9717)
6002543,7,0.5420568343455663,tensor(0.9447)
6002543,8,0.6599533271401598,tensor(0.9640)
6002543,9,0.5476807469908853,tensor(0.9435)
6002543,10,0.5972625427061611,tensor(0.9491)
6002543,11,0.457251984979477,tensor(0.9407)
6002543,12,0.48010699878669877,tensor(0.9496)
6002543,13,0.6905555978179316,tensor(0.9639)
6002543,14,0.7030491575251373,tensor(0.9609)
6002543,15,0.4843616085904864,tensor(0.9256)
6002541,0,0.6387579641231884,tensor(0.9693)
6002541,1,0.5559517637223264,tensor(0.9674)
6002541,2,0.8382286429781981,tensor(0.9819)
6002541,3,0.6953343794062387,tensor(0.9723)
6002541,4,0.6979885914231748,tensor(0.9707)
6002541,5,0.546720012724749,tensor(0.9627)
6002541,6,0.48193141409857787,tensor(0.9538)
6002541,7,0.6557808866709383,tensor(0.9713)
6002541,8,0.6745220440507559,tensor(0.9672)
6002541,9,0.7082791988562845,tensor(0.9741)
6002541,10,0.7643166211500764,tensor(0.9600)
6002541,11,0.44511254367621145,tensor(0.9339)
6002541,12,0.6507074560640574,tensor(0.9560)
6002541,13,0.7371804990734564,tensor(0.9678)
6002541,14,0.7195023227532747,tensor(0.9672)
6002541,15,0.7709540932055077,tensor(0.9689)
6002469,0,0.7391386854761987,tensor(0.9763)
6002469,1,0.779898715660975,tensor(0.9876)
6002469,2,0.8672483060331814,tensor(0.9909)
6002469,3,0.7186214683559682,tensor(0.9720)
6002469,4,0.7295757961535954,tensor(0.9788)
6002469,5,0.8723697575581941,tensor(0.9889)
6002469,6,0.7492243197529467,tensor(0.9719)
6002469,7,0.7396285994732076,tensor(0.9715)
6002469,8,0.700986146948902,tensor(0.9704)
6002469,9,0.719838428975886,tensor(0.9605)
6002469,10,0.8172401677527257,tensor(0.9804)
6002469,11,0.791885371670902,tensor(0.9731)
6002469,12,0.7258309208197111,tensor(0.9623)
6002469,13,0.7204615651896665,tensor(0.9613)
6002469,14,0.8327033675011707,tensor(0.9788)
6002469,15,0.8142889067950194,tensor(0.9738)
6002512,0,0.6172169175442359,tensor(0.9680)
6002512,1,0.6923970026654408,tensor(0.9743)
6002512,2,0.5718354314539198,tensor(0.9652)
6002512,3,0.5745211294112235,tensor(0.9638)
6002512,4,0.41669557431566645,tensor(0.9494)
6002512,5,0.42199685773791296,tensor(0.9481)
6002512,6,0.49466136136655914,tensor(0.9541)
6002512,7,0.4206235918789572,tensor(0.9455)
6002512,8,0.45530722141872776,tensor(0.9442)
6002512,9,0.39967377836768586,tensor(0.9329)
6002512,10,0.525878604672075,tensor(0.9397)
6002512,11,0.42030952694807866,tensor(0.9239)
6002512,12,0.5849947141711421,tensor(0.9469)
6002512,13,0.616534002104516,tensor(0.9532)
6002512,14,0.6027915348324077,tensor(0.9522)
6002512,15,0.503843362096282,tensor(0.9326)
6002496,0,0.4994615691277669,tensor(0.9568)
6002496,1,0.4751689681389437,tensor(0.9520)
6002496,2,0.40763428099061777,tensor(0.9406)
6002496,3,0.37982822273219546,tensor(0.9327)
6002496,4,0.37010181061367314,tensor(0.9371)
6002496,5,0.4041609927525523,tensor(0.9396)
6002496,6,0.39098647818147664,tensor(0.9354)
6002496,7,0.47387802882618363,tensor(0.9416)
6002496,8,0.4064912841006447,tensor(0.9407)
6002496,9,0.43249227035866916,tensor(0.9313)
6002496,10,0.48101270291486853,tensor(0.9313)
6002496,11,0.4398239170527713,tensor(0.9234)
6002496,12,0.5131311105920099,tensor(0.9356)
6002496,13,0.44183037623354726,tensor(0.9379)
6002496,14,0.5897933085695655,tensor(0.9561)
6002496,15,0.6236374814600211,tensor(0.9550)
6002474,0,0.6475972242082982,tensor(0.9719)
6002474,1,0.5933955009906923,tensor(0.9656)
6002474,2,0.5028985038549548,tensor(0.9528)
6002474,3,0.4772653827593476,tensor(0.9474)
6002474,4,0.4488779763192521,tensor(0.9480)
6002474,5,0.43037789200864496,tensor(0.9485)
6002474,6,0.5150898882454873,tensor(0.9518)
6002474,7,0.529159660318274,tensor(0.9566)
6002474,8,0.598531424823097,tensor(0.9626)
6002474,9,0.55025147560189,tensor(0.9530)
6002474,10,0.571596544887106,tensor(0.9490)
6002474,11,0.5418988820617476,tensor(0.9503)
6002474,12,0.5971456775657914,tensor(0.9528)
6002474,13,0.6344567544828617,tensor(0.9605)
6002474,14,0.6698526561447129,tensor(0.9564)
6002474,15,0.6534417121886682,tensor(0.9562)
6002442,0,0.9235788630738914,tensor(0.9948)
6002442,1,0.7950012862244181,tensor(0.9804)
6002442,2,0.7260384543759586,tensor(0.9811)
6002442,3,0.7013458744629827,tensor(0.9736)
6002442,4,0.7428857389786232,tensor(0.9818)
6002442,5,0.7107592333428532,tensor(0.9812)
6002442,6,0.778815110956819,tensor(0.9776)
6002442,7,0.7947746535570046,tensor(0.9795)
6002442,8,0.6341348690891694,tensor(0.9690)
6002442,9,0.6365331149439724,tensor(0.9641)
6002442,10,0.6677785984360946,tensor(0.9695)
6002442,11,0.4699854160601846,tensor(0.9490)
6002442,12,0.7059768125204052,tensor(0.9663)
6002442,13,0.7430450663860366,tensor(0.9684)
6002442,14,0.7556699254839445,tensor(0.9654)
6002442,15,0.6396263823938801,tensor(0.9494)
6002522,0,0.6030562294144118,tensor(0.9646)
6002522,1,0.5041881876035326,tensor(0.9591)
6002522,2,0.4596718649884234,tensor(0.9568)
6002522,3,0.5837196730824782,tensor(0.9787)
6002522,4,0.6020777079431057,tensor(0.9739)
6002522,5,0.5686791046272152,tensor(0.9641)
6002522,6,0.6454242440585461,tensor(0.9662)
6002522,7,0.61652797174191,tensor(0.9550)
6002522,8,0.60121742474675,tensor(0.9539)
6002522,9,0.7431996487505629,tensor(0.9691)
6002522,10,0.7602140906444519,tensor(0.9749)
6002522,11,0.7595889136083016,tensor(0.9674)
6002522,12,0.6833561775512944,tensor(0.9612)
6002522,13,0.6951032492619603,tensor(0.9591)
6002522,14,0.6800677713319446,tensor(0.9593)
6002522,15,0.7411330857636688,tensor(0.9555)
6002510,0,0.7344930880599466,tensor(0.9799)
6002510,1,0.7926877206667877,tensor(0.9809)
6002510,2,0.8019492427615843,tensor(0.9799)
6002510,3,0.6391360892524268,tensor(0.9685)
6002510,4,0.401228489459756,tensor(0.9391)
6002510,5,0.45804062507816357,tensor(0.9470)
