Subject ID,Slice Index,Haarpsi,VSI,VIF,NQM,Motion_Level
brain_AXT1POST_210_6001850,0,0.9861595236861752,0.9983,0.8242,39.04822706497978,1
brain_AXT1POST_210_6001850,1,0.9871924146577398,0.9983,0.8288,40.09682220714407,1
brain_AXT1POST_210_6001850,2,0.9962090377974012,0.9991,0.8816,40.70729216444508,1
brain_AXT1POST_210_6001850,3,0.9931790756853291,0.9988,0.8649,42.17924272552441,1
brain_AXT1POST_210_6001850,4,0.9884196273634512,0.9989,0.8609,38.29991788050527,1
brain_AXT1POST_210_6001850,5,0.993484575790526,0.9986,0.8559,40.96834937961204,1
brain_AXT1POST_210_6001850,6,0.9840801434821056,0.9981,0.8134,36.83729846995638,1
brain_AXT1POST_210_6001850,7,0.9949326673063038,0.999,0.8656,42.51380195303543,1
brain_AXT1POST_210_6001850,8,0.9957608926408816,0.9991,0.8874,43.821043470965925,1
brain_AXT1POST_210_6001850,9,0.997024296469641,0.9993,0.9042,44.04793165445017,1
brain_AXT1POST_210_6001850,10,0.9946949309616115,0.9993,0.8819,44.44080441820846,1
brain_AXT1POST_210_6001850,11,0.98236644998491,0.9974,0.7741,37.76718129494491,1
brain_AXT1POST_210_6001850,12,0.9984560391721548,0.9996,0.8893,39.3436855374458,1
brain_AXT1POST_210_6001850,13,0.99826228380579,0.9996,0.9024,45.05689783269951,1
brain_AXT1POST_210_6001850,14,0.9926371007523174,0.9986,0.8142,42.34985000743808,1
brain_AXT1POST_210_6001850,15,0.9979575345918996,0.9994,0.8565,42.56910419406736,1
brain_AXT1POST_210_6001797,0,0.9967581933575612,0.9992,0.8747,42.50621735138999,1
brain_AXT1POST_210_6001797,1,0.9820411795656904,0.9979,0.8016,40.37627694331064,1
brain_AXT1POST_210_6001797,2,0.9851349365257316,0.9983,0.8179,41.04956270197837,1
brain_AXT1POST_210_6001797,3,0.9947817289990952,0.9991,0.8884,44.88966812321826,1
brain_AXT1POST_210_6001797,4,0.9788524864870776,0.9974,0.8065,39.64644383559711,1
brain_AXT1POST_210_6001797,5,0.9926253588629586,0.999,0.8889,45.64077550949909,1
brain_AXT1POST_210_6001797,6,0.9907781595599796,0.9991,0.8885,44.63703334282447,1
brain_AXT1POST_210_6001797,7,0.9954829590599216,0.9995,0.8928,44.35237068194897,1
brain_AXT1POST_210_6001797,8,0.9984642504713852,0.9996,0.9223,43.65206253800927,1
brain_AXT1POST_210_6001797,9,0.9910217109536256,0.9992,0.8921,43.92483962789093,1
brain_AXT1POST_210_6001797,10,0.9962036444553956,0.9995,0.9026,47.24102822457428,1
brain_AXT1POST_210_6001797,11,0.994567761314172,0.999,0.8514,38.80818689440832,1
brain_AXT1POST_210_6001797,12,0.9986644469115404,0.9997,0.9279,40.08435674454308,1
brain_AXT1POST_210_6001797,13,0.999337055528876,0.9998,0.9267,48.61525781037295,1
brain_AXT1POST_210_6001797,14,0.994821432750302,0.9988,0.8487,42.533118635478814,1
brain_AXT1POST_210_6001797,15,0.9986645524384196,0.9997,0.9058,47.12673458597618,1
brain_AXT1POST_210_6001790,0,0.9792334580696496,0.9975,0.7773,33.78323222389287,1
brain_AXT1POST_210_6001790,1,0.993834315963252,0.9989,0.8794,41.35733608421625,1
brain_AXT1POST_210_6001790,2,0.9933595133794452,0.9989,0.8629,37.29094037790205,1
brain_AXT1POST_210_6001790,3,0.995679997251434,0.9993,0.9025,42.37353998805955,1
brain_AXT1POST_210_6001790,4,0.9830059657634288,0.9979,0.817,39.21962243509972,1
brain_AXT1POST_210_6001790,5,0.9950800989213728,0.9994,0.8973,42.27106251622818,1
brain_AXT1POST_210_6001790,6,0.9963169676504606,0.9993,0.8954,44.00654609307825,1
brain_AXT1POST_210_6001790,7,0.9945068759485198,0.9991,0.8992,44.98818510992271,1
brain_AXT1POST_210_6001790,8,0.9979940146347722,0.9996,0.9219,46.258240696529,1
brain_AXT1POST_210_6001790,9,0.991688976577794,0.9988,0.8529,41.70605170558649,1
brain_AXT1POST_210_6001790,10,0.9976368204453826,0.9994,0.9007,44.5705311841301,1
brain_AXT1POST_210_6001790,11,0.995968522186236,0.999,0.8231,37.7861622986208,1
brain_AXT1POST_210_6001790,12,0.9915568328617824,0.9986,0.8558,43.96981331867124,1
brain_AXT1POST_210_6001790,13,0.992087099441938,0.9984,0.8098,36.60998263752656,1
brain_AXT1POST_210_6001787,0,0.9964823345103734,0.9991,0.8716,46.33666914589212,1
brain_AXT1POST_210_6001787,1,0.9857217947504324,0.9984,0.8198,39.39382141202498,1
brain_AXT1POST_210_6001787,2,0.9945431984976428,0.9992,0.9039,44.98121404406803,1
brain_AXT1POST_210_6001787,3,0.9910599452995392,0.9986,0.8593,41.47859438134795,1
brain_AXT1POST_210_6001787,4,0.9923784679533928,0.9986,0.8566,33.83468890225812,1
brain_AXT1POST_210_6001787,5,0.9942773318167416,0.9988,0.8874,42.36266421560792,1
brain_AXT1POST_210_6001787,6,0.9896152443442812,0.9989,0.8893,38.150987038002114,1
brain_AXT1POST_210_6001787,7,0.997918923434558,0.9995,0.9056,48.0857602812371,1
brain_AXT1POST_210_6001787,8,0.9984243823913164,0.9996,0.9092,44.1775473988487,1
